id,parent_id,slug,name_en,name_ar
384,139,rulings-of-terrorism;-assassinations;-and-explosions,Rulings of Terrorism; Assassinations; and Explosions,Rulings of Terrorism; Assassinations; and Explosions
385,140,forbidden-sales,Forbidden Sales,Forbidden Sales
386,169,oaths,Oaths,Oaths
387,169,vows,Vows,Vows
389,367,prophet's-lineage-en,Prophet's Lineage,نسبه صلى الله عليه وسلم
390,367,category-390,,ولادته صلى الله عليه وسلم
392,367,prophet's-wives-and-family-issues-en,Prophet's Wives and Family Issues,زوجاته صلى الله عليه وسلم وأحوال بيت النبوة
393,367,prophet's-children-en,Prophet's Children,أولاده صلى الله عليه وسلم
397,367,prophet's-servants-en,Prophet's Servants,خدمه صلى الله عليه وسلم
398,367,prophet's-life-before-mission-en,Prophet's Life before Mission,حياته قبل البعثة صلى الله عليه وسلم
399,367,prophet's-mission-en,Prophet's Mission,مبعثه صلى الله عليه وسلم
400,367,the-makkan-period-en,The Makkan Period,العهد المكي
401,367,the-emigration-(hijrah)-en,The Emigration (Hijrah),الهجرة
402,367,the-madinan-period-en,The Madinan Period,العهد المدني
403,367,prophet's-battles-and-expeditions-en,Prophet's Battles and Expeditions,غزواته وسراياه صلى الله عليه وسلم
404,367,prophet's-correspondences-en,Prophet's Correspondences,مكاتباته ومراسلاته صلى الله عليه وسلم
405,367,prophet's-death-en,Prophet's Death,وفاته صلى الله عليه وسلم
406,367,muhammadan-qualities-en,Muhammadan Qualities,الشمائل المحمدية
407,368,stories-and-conditions-of-pre-islamic-nations-en,Stories and Conditions of Pre-Islamic Nations,قصص وأحوال الأمم السابقة
408,368,"history-of-makkah,-madinah,-and-the-aqsa-(jerusalem)-en","History of Makkah, Madinah, and the Aqsa (Jerusalem)",تاريخ مكة والمدينة والأقصى
409,368,wars-and-battles-en,Wars and Battles,الحروب والغزوات
410,368,category-410,,الدول والممالك
413,368,biographies-(of-famous-figures)-en,Biographies (of Famous Figures),التراجم وسير الأعلام
414,368,countries-and-figures-en,Countries and Figures,البلدان والأعلام
415,368,periodical-occasions-en,Periodical Occasions,مناسبات دورية
418,100,ahl-us-sunnah's-(sunni)-stance-on-religious-innovators-en,Ahl-us-Sunnah's (Sunni) Stance on Religious Innovators,موقف أهل السنة من أهل البدع
419,287,forbidden-utterances-and-tongue-evils,Forbidden Utterances and Tongue Evils,Forbidden Utterances and Tongue Evils
431,133,rulings-of-water-en,Rulings of Water,أحكام المياه
432,133,removing-impurities-en,Removing Impurities,إزالة النجاسات
434,133,utensils-en,Utensils,الآنية
435,133,toilet-manners-en,Toilet Manners,آداب قضاء الحاجة
436,133,natural-cleanliness-practices-en,Natural Cleanliness Practices,سنن الفطرة
437,133,ablution-en,Ablution,الوضوء
438,133,ritual-bath-en,Ritual Bath,الغسل
439,133,dry-ablution-en,Dry Ablution,التيمم
440,133,"menses,-postpartum-bleeding,-extra-menses-bleeding-en","Menses, Postpartum Bleeding, Extra-Menses Bleeding",الحيض والنفاس والاستحاضة
441,437,excellence-of-ablution-en,Excellence of Ablution,فضل الوضوء
442,437,pillars-of-ablution-en,Pillars of Ablution,أركان الوضوء
443,437,recommended-acts-and-manners-of-ablution-en,Recommended Acts and Manners of Ablution,سنن وآداب الوضوء
444,437,method-of-ablution-en,Method of Ablution,صفة الوضوء
445,437,nullifiers-of-ablution-en,Nullifiers of Ablution,نواقض الوضوء
447,438,rulings-of-the-ritual-bath-en,Rulings of the Ritual Bath,أحكام الغسل
448,438,causes-of-obligatory-ritual-bath-en,Causes of Obligatory Ritual Bath,موجبات الغسل
449,134,the-rulings-of-mosques,The rulings of mosques,The rulings of mosques
450,438,recommended-manners-of-the-ritual-bath-en,Recommended Manners of the Ritual Bath,سنن وآداب الغسل
451,133,wiping-over-leather-socks-and-the-like,Wiping Over Leather Socks and the like,Wiping Over Leather Socks and the like
452,367,prophetic-characteristics,Prophetic characteristics,Prophetic characteristics
453,10,interpretation-of-verses,Interpretation of verses,Interpretation of verses
456,134,obligation-of-prayer-and-ruling-on-its-abandoner-en,Obligation of Prayer and Ruling on Its Abandoner,وجوب الصلاة وحكم تاركها
457,134,virtue-of-prayer-en,Virtue of Prayer,فضل الصلاة
458,134,the-azan-and-iqaamah-en,The Azan and Iqaamah,الأذان والإقامة
459,134,times-not-to-pray-en,Times Not to Pray,أوقات النهي عن الصلاة
460,134,conditions-of-prayer-en,Conditions of Prayer,شروط الصلاة
461,134,pillars-of-prayer-en,Pillars of Prayer,أركان الصلاة
462,134,obligatory-acts-of-prayer-en,Obligatory Acts of Prayer,واجبات الصلاة
463,134,recommended-acts-of-prayer-en,Recommended Acts of Prayer,سنن الصلاة
464,134,method-of-prayer-en,Method of Prayer,صفة الصلاة
465,134,dhikr-(invocation)-during-prayer-en,Dhikr (Invocation) during Prayer,أذكار الصلاة
466,134,nullifiers-of-prayer-en,Nullifiers of Prayer,مبطلات الصلاة
467,134,mistakes-during-prayer-en,Mistakes during Prayer,أخطاء المصلين
468,134,"prostration-of-forgetfulness,-recitation,-gratitude-en","Prostration of Forgetfulness, Recitation, Gratitude",سجود السهو والتلاوة والشكر
469,134,virtue-and-rulings-of-congregational-prayer-en,Virtue and Rulings of Congregational Prayer,فضل صلاة الجماعة وأحكامها
470,134,rulings-of-the-imam-and-followers-in-prayer-en,Rulings of the Imam and Followers in Prayer,أحكام الإمام والمأموم
471,134,prayer-of-the-people-with-excuses-en,Prayer of the People with Excuses,صلاة أهل الأعذار
472,134,jumu‘ah-(friday)-prayer-en,Jumu‘ah (Friday) Prayer,صلاة الجمعة
473,134,voluntary-prayer-en,Voluntary Prayer,صلاة التطوع
475,471,category-475,,صلاة المسافر
476,134,prayer-of-fear-en,Prayer of Fear,صلاة الخوف
477,472,virtue-of-friday-en,Virtue of Friday,فضل يوم الجمعة
478,472,merit-of-jumu‘ah-prayer-en,Merit of Jumu‘ah Prayer,فضل صلاة الجمعة
479,472,category-479,,شروط إقامة الجمعة
480,472,rulings-of-jumu‘ah-prayer-en,Rulings of Jumu‘ah Prayer,أحكام صلاة الجمعة
481,472,rulings-of-jumu‘ah-sermon-en,Rulings of Jumu‘ah Sermon,أحكام خطبة الجمعة
482,473,virtue-of-voluntary-prayer-en,Virtue of Voluntary Prayer,فضل صلاة التطوع
483,473,regular-sunnah-(recommended)-prayers-en,Regular Sunnah (Recommended) Prayers,السنن الرواتب
484,473,voluntary-night-prayer-(qiyaam)-en,Voluntary Night Prayer (Qiyaam),قيام الليل
485,473,category-485,,صلاة التراويح
486,473,prayer-of-the-two-eids-en,Prayer of the Two Eids,صلاة العيدين
487,134,prayer-of-the-solar-and-lunar-eclipse-en,Prayer of the Solar and Lunar Eclipse,صلاة الكسوف والخسوف
488,134,rain-seeking-prayer-en,Rain-Seeking Prayer,صلاة الاستسقاء
489,473,forenoon-prayer-en,Forenoon Prayer,صلاة الضحى
490,473,guidance-seeking-prayer-en,Guidance-Seeking Prayer,صلاة الاستخارة
492,135,death-and-its-rulings-en,Death and Its Rulings,الموت وأحكامه
493,135,washing-the-dead-en,Washing the Dead,غسل الميت
494,135,category-494,,تكفين الميت
495,135,method-of-praying-over-the-dead-en,Method of Praying over the Dead,صفة الصلاة على الميت
496,135,carrying-and-burying-the-dead-en,Carrying and Burying the Dead,حمل الميت ودفنه
497,135,consolation-en,Consolation,التعزية
498,135,visiting-the-graves-en,Visiting the Graves,زيارة القبور
499,135,doing-good-deeds-on-behalf-of-the-deceased-and-gifting-them-the-reward-en,Doing Good Deeds on behalf of the Deceased and Gifting them the Reward,الأعمال الصالحة عن الميت وإهداء الثواب له
500,136,obligation-of-zakah-and-ruling-of-its-abandoning-en,Obligation of Zakah and Ruling of Its Abandoning,وجوب الزكاة وحكم تاركها
501,136,category-501,,فضل الزكاة
502,136,category-502,,شروط الزكاة
503,136,rulings-and-issues-of-zakah-en,Rulings and Issues of Zakah,أحكام ومسائل الزكاة
504,136,zakah-of-gold-and-silver-en,Zakah of Gold and Silver,زكاة النقدين
505,136,zakah-of-livestock-en,Zakah of Livestock,زكاة بهيمة الأنعام
506,136,zakah-of-land-produce-en,Zakah of Land Produce,زكاة الخارج من الأرض
509,136,zakat-ul-fitr-(minor-eid-charity)-en,Zakat-ul-Fitr (Minor-Eid Charity),زكاة الفطر
510,136,channels-of-zakah-(people-who-receive-zakah)-en,Channels of Zakah (People Who Receive Zakah),مصارف الزكاة
511,136,voluntary-charity-en,Voluntary Charity,صدقة التطوع
512,137,obligation-of-fasting-and-ruling-of-its-abandoning-en,Obligation of Fasting and Ruling of Its Abandoning,وجوب الصيام وحكم تاركه
513,137,virtue-of-fasting-en,Virtue of Fasting,فضل الصيام
514,137,recommended-acts-of-fasting-en,Recommended Acts of Fasting,سنن الصيام
515,137,sighting-the-crescent-en,Sighting the Crescent,رؤية الهلال
516,137,fasting-on-the-day-of-doubt-en,Fasting on the Day of Doubt,صيام يوم الشك
517,137,fasting-missed-days-of-ramadaan-en,Fasting Missed Days of Ramadaan,قضاء الصيام
518,137,fasting-of-people-with-excuses-en,Fasting of People with Excuses,صيام أهل الأعذار
519,137,nullifiers-of-fasting-en,Nullifiers of Fasting,مفسدات الصيام
520,137,fasting-obligations-en,Fasting Obligations,ما يجب على الصائم
521,137,what-is-permissible-for-the-fasting-person-en,What is Permissible for the Fasting Person,ما يجوز للصائم
522,137,fasting-prohibitions-en,Fasting Prohibitions,ما يحرم على الصائم
523,137,what-is-disliked-for-the-fasting-person-en,What is Disliked for the Fasting Person,ما يكره للصائم
524,137,voluntary-fasting-en,Voluntary Fasting,صيام التطوع
525,137,seclusion-for-worship-in-ramadaan-(i‘tikaaf)-en,Seclusion for Worship in Ramadaan (I‘tikaaf),الاعتكاف
526,137,last-ten-days-of-ramadaan-en,Last Ten Days of Ramadaan,العشر الأواخر من رمضان
530,525,category-530,,أحكام الاعتكاف
531,138,obligation-of-hajj-and-‘umrah-and-ruling-of-its-abandoner-en,Obligation of Hajj and ‘Umrah and Ruling of Its Abandoner,وجوب الحج والعمرة وحكم تاركهما
532,138,virtue-of-hajj-and-umrah-en,Virtue of Hajj and Umrah,فضل الحج والعمرة
533,138,first-ten-days-of-dhul-hijjah-(twelfth-lunar-month)-en,First Ten Days of Dhul Hijjah (Twelfth Lunar Month),العشر من ذي الحجة
534,138,"rulings-of-al-masjid-al-haraam,-the-prophet's-mosque,-and-the-aqsa-mosque-en","Rulings of Al-Masjid Al-Haraam, the Prophet's Mosque, and the Aqsa Mosque",أحكام المسجد الحرام والمسجد النبوي وبيت المقدس
535,138,category-535,,مواقيت الحج والعمرة
536,138,rulings-of-ihraam-(the-ritual-state-of-consecration)-en,Rulings of Ihraam (the Ritual State of Consecration),أحكام الإحرام
537,138,prohibitions-of-ihraam-en,Prohibitions of Ihraam,محظورات الإحرام
538,138,ransom-and-hunting-expiation-en,Ransom and Hunting Expiation,الفدية وجزاء الصيد
539,138,types-of-rituals-(pilgrimage)-en,Types of Rituals (Pilgrimage),أنواع النسك
540,138,category-540,,صفة العمرة
542,138,obligations-of-‘umrah-en,Obligations of ‘Umrah,واجبات العمرة
543,138,category-543,,سنن العمرة
544,138,how-to-make-hajj-(pilgrimage)-en,How to Make Hajj (Pilgrimage),صفة الحج
545,138,pillars-of-hajj-(pilgrimage)-en,Pillars of Hajj (Pilgrimage),أركان الحج
546,138,obligations-of-hajj-(pilgrimage)-en,Obligations of Hajj (Pilgrimage),واجبات الحج
547,138,category-547,,سنن الحج
548,138,category-548,,أحكام الفوات والإحصار
549,138,rulings-of-the-prophet's-mosque-en,Rulings of the Prophet's Mosque,أحكام المسجد النبوي
550,138,sacrificial-animals-and-expiations-en,Sacrificial Animals and Expiations,الهدي والكفارات
551,138,sacrifice-en,Sacrifice,الأضحية
552,138,category-552,,أخطاء وبدع في الحج
554,138,rulings-and-issues-of-hajj-and-‘umrah-en,Rulings and Issues of Hajj and ‘Umrah,أحكام ومسائل الحج والعمرة
555,139,ruling-of-jihad-en,Ruling of Jihad,حكم الجهاد
556,139,excellence-of-jihad-en,Excellence of Jihad,فضل الجهاد
557,139,categories-of-jihad-en,Categories of Jihad,أقسام الجهاد
558,139,rulings-and-issues-of-jihad-en,Rulings and Issues of Jihad,أحكام ومسائل الجهاد
559,139,manners-of-jihad-en,Manners of Jihad,آداب الجهاد
560,139,rulings-of-non-muslims-living-in-muslim-country-en,Rulings of Non-Muslims Living in Muslim Country,أحكام أهل الذمة
561,139,rulings-of-truce-and-security-en,Rulings of Truce and Security,أحكام الهدنة والأمان
562,139,"rulings-of-terrorism,-assassinations,-and-explosions-en","Rulings of Terrorism, Assassinations, and Explosions",أحكام الإرهاب والاغتيالات والتفجيرات
564,140,forbidden-sales-en,Forbidden Sales,البيوع المحرمة
566,169,oaths-en,Oaths,الأيمان
567,169,vows-en,Vows,النذور
570,191,excellence-of-marriage-en,Excellence of Marriage,فضل النكاح
571,191,manners-of-marriage-en,Manners of Marriage,آداب النكاح
572,191,rulings-and-conditions-of-marriage-en,Rulings and Conditions of Marriage,أحكام وشروط النكاح
573,191,women-unlawful-to-marry-en,Women Unlawful to Marry,المحرمات في النكاح
